RecordNumber	Tags	Indicators	Content	
84	040	\\	$aResP$cResP
84	043	\\	$aa-ja---$aa------$af------
84	100	1\	$aSpeer, Robert E.$q(Robert Elliott),$d1867-1947.
84	245	10	$aPresbyterian foreign missions$h[microform] :$ban account of the foreign missions of the Presbyterian Church in the U.S.A. /$cby Robert E. Speer.
84	260	\\	$aChicago ;$aNew York :$bF.H. Revell,$c1901.
84	300	\\	$a296 p. ;$c19 x 11 cm.
84	504	\\	$aIncludes bibliographical references.
84	610	20	$aPresbyterian Church in the U.S.A.$xMissions.
84	650	\0	$aMissions$zAsia.
84	650	\0	$aMissions$zJapan.
84	650	\0	$aMissions$zAfrica.
84	830	\0	$aWestern books on Asia.$pJapan.$nUnit 11 ;$vfiches 10,997-11,000.$5mic
84	988	\\	$a20020608
84	906	\\	$0RLIN
			
85	LDR		00802cam a2200241 a 4500
85	001		008008633-0
85	005		20020606104010.5
85	008		951117s1899\\\\ja\a\\\\b\\\\\000\0\eng\d
85	035	0\	$aocm34032347
85	035	1\	$aCTRG95B4374
85	040	\\	$aResP$cResP
85	043	\\	$aa-ja---
85	100	1\	$aAdam, Jules.
85	245	10	$aJapanese story-tellers$h[microform] /$cfrom the French of Jules Adam ; by Osman Edwards.
85	260	\\	$aTokyo, Japan :$bT. Hasegawa,$c[1899]
85	300	\\	$a1 v. (unpaged) :$bcol. ill. ;$c20 cm.
85	500	\\	$aPrinted on double leaves of crêpe paper in Japanese style.
85	650	\0	$aStorytelling.
85	651	\0	$aJapan$xSocial life and customs.
85	700	1\	$aEdwards, Osman,$d1864-1936.
85	830	\0	$aWestern books on Asia.$pJapan.$nUnit 12 ;$vfiche 11,213.$5mic
85	988	\\	$a20020608
85	906	\\	$0RLIN
			
86	LDR		00864cam a2200253 a 4500
86	001		008008733-7
86	005		20020606104010.5
86	008		960919s1859\\\\enk\\\\\bb\\\\000\0\eng\d
86	035	0\	$aocm35725148
86	035	1\	$aCTRG96B2896
86	040	\\	$aResP$cResP
86	043	\\	$aa-ja---$aa-cc---
86	100	1\	$aGrant, Anthony.
86	245	14	$aThe church in China and Japan$h[microform] :$ba sermon preached in Camden Church, Camberwell : with introductory preface /$cby Anthony Grant.
86	260	\\	$aLondon :$bBell and Daldy,$c1859.
86	300	\\	$a27 p.
86	504	\\	$aIncludes bibliographical references.
86	610	20	$aChurch of England$xMissions$zChina.
86	610	20	$aChurch of England$xMissions$zJapan.
86	650	\0	$aChristianity$zChina.
86	650	\0	$aChristianity$zJapan.
86	830	\0	$aWestern books on Asia.$pJapan.$nUnit 12 ;$vfiche 11,783.$5mic
86	988	\\	$a20020608
86	906	\\	$0RLIN
			
87	LDR		00849cam a2200241 a 4500
87	001		008008834-1
87	005		20020606104010.5
87	008		970627s1890\\\\ja\\\\\\bb\\\\000\0\eng\d
87	035	0\	$aocm37469724
87	035	1\	$aCTRG97B1332
87	040	\\	$aResP$cResP
87	043	\\	$aa-ja---
87	100	0\	$aTwo of the clergy.
87	245	10	$aOn the use of the word Ehoba in the prayer book of the Nippon Sei Kōkwai$h[microform] /$cby Two of the clergy.
87	260	\\	$aTokio :$bThe Hakubunsha, printers,$c[1890]
87	300	\\	$a6 p. ;$c21 cm.
87	504	\\	$aIncludes bibliographical references.
87	610	20	$aChurch of England.$tBook of common prayer.$lJapanese.
87	610	20	$aNihon Seikōkai$xPrayers and devotions$xJapanese.
87	650	\0	$aGod$xName$xBiblical teaching.
87	830	\0	$aWestern books on Asia.$pJapan.$nUnit 13$vfiche 12,275.$5mic
87	988	\\	$a20020608
87	906	\\	$0RLIN
			
88	LDR		00768cam a2200253 a 4500
88	001		008008934-8
88	005		20020606104010.5
88	008		971002s1904\\\\ne\\\\\\b\\\\\000\0\fry\d
88	035	0\	$aocm38074318
88	035	1\	$aCTRG97B2340
88	040	\\	$aResP$cResP
88	043	\\	$aa-ja---
88	100	0\	$aE. G. A.
88	245	10	$aJapik yn tsjinst! Japik scil trouwe!$h[microform] :$btwa foardrachten /$cfen E.G.A.
88	246	30	$aJapik scil trouwe
88	260	\\	$aLjouwert [i.e. Leeuwarden] :$bR. van der Velde,$c[1904].
88	300	\\	$a12 p.
88	500	\\	$aPublication date supplied by the British Library.
88	650	\0	$aFrisian drama.
88	651	\0	$aJapan$vDrama.
88	700	1\	$aA., E. G.
88	830	\0	$aWestern books on Asia.$pJapan.$nUnit 13$vfiche 12,732.$5mic
88	988	\\	$a20020608
88	906	\\	$0RLIN
			
89	LDR		00684cam a2200217 a 4500
89	001		008009034-6
89	005		20020606104010.5
89	008		971110s1892\\\\fr\\\\\\bb\\\\000\0\fre\d
89	035	0\	$aocn239659210
89	035	1\	$aCTRG97B2713
89	040	\\	$aResP$cResP
89	043	\\	$aa-ja---
89	100	1\	$aLehautcourt, Pierre,$d1852-1931.
89	245	12	$aL'armée et la marine japonaises$h[microform] /$cPierre Lehautcourt.
89	260	\\	$aParis :$bH. Charles-Lavauzelle,$c1892.
89	300	\\	$a51 p. ;$c23 cm.
89	504	\\	$aIncludes bibliographical references.
89	651	\0	$aJapan$xArmed Forces$xHistory.
89	830	\0	$aWestern books on Asia.$pJapan.$nUnit 14 ;$vfiche 13,280.$5mic
89	988	\\	$a20020608
89	906	\\	$0RLIN
			
90	LDR		01318cam a2200301 a 4500
90	001		008009134-2
90	005		20160328132110.0
90	008		971215s1895\\\\gw\a\\\\b\\\\\000\0\ger\d
90	035	0\	$aocn239660354
90	035	1\	$aCTRG97B3009
90	040	\\	$aResP$cResP
90	041	1\	$ager$hjpn
90	043	\\	$aa-ja---
90	100	1\	$aFlorenz, Karl,$d1865-1939.
90	245	10	$aJapanische Dichtungen$h[microform] :$bWeissaster, ein romantisches Epos, nebst anderen Gedichten /$cfrei nachgebildet von Karl Florenz.
90	246	30	$aWeissaster
90	260	\\	$aLeipzig :$bC.F. Amelang ;$aTokyo :$bT. Hasegawa,$c[1895]
90	300	\\	$a[iii], 80, [4] p. :$bcol. ill. ;$c20 cm.
90	500	\\	$a""Weissaster"" (White Aster) is a translation-adaption of Kōjo shirakiku no uta, based on a Chinese original, by Tetsujiro Inouye.
90	500	\\	$a""Druck, Illustrationen und Papier von T. Hasegawa, Hiyoshicho, Tokyo, Japan.""--T.p. verso.
90	500	\\	$aImprint from ""Vorwort,"" p. [iii], dated 1895.
90	500	\\	$aPrinted on double leaves, Japanese style, on crêpe paper.
90	650	\0	$aJapanese poetry$vTranslations into German.
90	700	1\	$aInoue, Tetsujirō,$d1856-1944.$tKōjo shirakiku no uta.
90	700	1\	$aHasegawa, Takejiro,$d1853-1938.
90	830	\0	$aWestern books on Asia.$pJapan.$nUnit 14 ;$vfiches 13,668-13,669.$5mic
90	988	\\	$a20020608
90	906	\\	$0RLIN
			
91	LDR		00894cam a2200265 a 4500
91	001		008009234-9
91	005		20020606104010.5
91	008		920309s1912\\\\nyu\\\\\bb\\\\00110\eng\d
91	035	0\	$aocm31544063
91	035	1\	$aCTRG92B327
91	040	\\	$aResP$cResP
91	043	\\	$aa-ja---
91	100	1\	$aGriffis, William Elliot,$d1843-1928.
91	245	14	$aThe religions of Japan$h[microform] :$bfrom the dawn of history to the era of Méiji /$cby William Elliot Griffis.
91	250	\\	$a4th ed., rev.
91	260	\\	$aNew York :$bC. Scribner's Sons,$c1912.
91	300	\\	$axxi, 457 p. ;$c19 cm.
91	490	1\	$aMorse lectures ;$v1894.
91	500	\\	$aIncludes index.
91	504	\\	$aIncludes bibliographical references (p.[377]-449)
91	651	\0	$aJapan$xReligion$yTo 1868.
91	830	\0	$aMorse lectures ;$v1894..
91	830	\0	$aWestern books on Asia.$pJapan.$nUnit 2 ;$vfiches 1,074-1,079$5mic
91	988	\\	$a20020608
91	906	\\	$0RLIN
			
92	LDR		00952cam a2200301 a 4500
92	001		008009335-3
92	005		20020606104010.5
92	008		950629s1908\\\\mauaf\\\\\\\\\001|0\eng\d
92	035	1\	$aCTRG95B1669
92	035	0\	$aocm02046269
92	035	0\	$aocm07079914
92	040	\\	$aResP$cResP
92	043	\\	$aa-tu---
92	050	\4	$aDR572$b.B2 1909
92	100	1\	$aBarton, James L.$q(James Levi),$d1855-1936.
92	245	10	$aDaybreak in Turkey /$cby James L. Barton.
92	250	\\	$a2nd ed.
92	260	\\	$aBoston ;$aNew York ;$aChicago :$bPilgrim Press,$cc1908.
92	300	\\	$a306 p., [6] leaves of plates :$bill. ;$c22 cm.
92	500	\\	$aIncludes index.
92	651	\0	$aTurkey$xHistory.
92	651	\0	$aTurkey$xPolitics and government$y1878-1909.
92	651	\0	$aTurkey$xSocial life and customs.
92	650	\0	$aMissions$zTurkey.
92	651	\0	$aTurkey.
92	830	\0	$aWestern books, The Middle East from the rise of Islam ;$vfiches 2,680-2,683.$5mic
92	988	\\	$a20020608
92	906	\\	$0RLIN
			
93	LDR		01215cam a2200325 a 4500
93	001		008009436-8
93	005		20020606104010.5
93	008		950825s1901\\\\fr\\\\\\b\\\\\00110\fre\\
93	035	0\	$aocm33457713
93	035	1\	$aCTRG95B2789
93	035	1\	$zNYCG88B14770
93	040	\\	$aResP$cResP
93	041	0\	$afreara
93	043	\\	$aa-sy---$aa-is---$af-ua---
93	100	1\	$aHarfouch, Joseph,$d1847-1921.
93	245	13	$aLe drogman arabe, ou, Guide pratique de l'arabe parlé en caractères figurés$h[microform] :$bpour le Syrie, la Palestine et l'Egypte /$cpar Joseph Harfouch.
93	246	30	$aGuide pratique de l'arabe parlé en caractères figurés
93	260	\\	$aBeyrouth :$bLibr. de l'impr. catholique,$c1901.
93	300	\\	$axvi, 354 p. ;$c14 cm.
93	500	\\	$aIncludes index.
93	546	\\	$aFrench and Arabic.
93	650	\0	$aArabic language$xTextbooks for foreign speakers$xFrench.
93	650	\0	$aArabic Language$xGrammar.
93	650	\0	$aArabic language$xDialects$zSyria.
93	650	\0	$aArabic language$xDialects$zPalestine.
93	650	\0	$aArabic language$xDialects$zEgypt.
93	740	0\	$aDrogman arabe
93	830	\0	$aWestern books, The Middle East from the rise of Islam ;$vfiches 4,498-4,502.$5mic
93	988	\\	$a20020608
93	906	\\	$0RLIN
			
94	LDR		01072cam a2200289 a 4500
94	001		008009536-4
94	005		20020606104010.5
94	008		951204s1883\\\\fr\\\\\\\b\\\\000\0\fre\d
94	035	0\	$aocm34032553
94	035	1\	$aCTRG95B4481
94	035	0\	$aocm23392048
94	040	\\	$aResP$cResP
94	041	1\	$afrearm$hgerarm
94	043	\\	$aa-ai---$aa-ir---$aa-tu---
94	050	00	$aPK8023$b.L314
94	100	1\	$aLauer, M.$q(Max),$d1841-
94	245	10	$aGrammaire arménienne /$cpar M. Lauer ; traduite, revue et augmentée d'une chrestomathie et d'un glossaire par A. Carrière.
94	260	\\	$aParis :$bMaisonneuve,$c1883.
94	300	\\	$axiv, 218 p. ;$c19 cm.
94	504	\\	$aIncludes bibliographical references.
94	650	\0	$aArmenian language$xGrammar.
94	650	\0	$aArmenian language$vReaders.
94	700	1\	$aCarrière, Auguste,$d1838-1902.
94	776	08	$iOnline version:$aLauer, M. (Max), b. 1841.$tGrammaire arménienne.$dParis, Maisonneuve, 1883$w(OCoLC)576882959
94	830	\0	$aWestern books, The Middle East from the rise of Islam ;$vfiches 5,901-5,903.$5mic
94	988	\\	$a20020608
94	906	\\	$0RLIN
			
95	LDR		01052cam a2200289 a 4500
95	001		008009636-0
95	005		20070618211150.0
95	008		950424s1847\\\\enka\\\\\\\\\\000\0\eng\d
95	035	1\	$aCTRG95B930
95	035	0\	$aocm15680381
95	040	\\	$aResP$cResP
95	041	1\	$aeng$hara
95	043	\\	$aaw-----
95	130	0\	$aArabian nights.$lEnglish.
95	245	14	$aThe thousand and one nights, or, The Arabian nights entertainments :$btranslated and arranged for family readings, with explanatory notes /$cby E.W. Lane.
95	246	30	$aArabian nights entertainments
95	250	\\	$a2nd ed.
95	260	\\	$aLondon :$bJ. Murray,$c1847.
95	300	\\	$a3 v. :$bill. ;$c21 cm.
95	500	\\	$aAdded illustrated t.p.
95	500	\\	$a""Illustrated with six hundred woodcuts by Harvey and illuminated titles by Owen Jones.""
95	700	1\	$aLane, Edward William,$d1801-1876.
95	700	1\	$aHarvey, William,$d1796-1866.
95	700	1\	$aJones, Owen,$d1809-1874.
95	830	\0	$aWestern books, The Middle East from the Rise of Islam ;$vfiches 1,330-1,348.$5mic
95	988	\\	$a20020608
95	906	\\	$0RLIN
			
96	LDR		01103cam a2200265 a 4500
96	001		008009738-3
96	005		20020606104010.5
96	008		960906s1912\\\\ae\abf\\\b\\\\000\0\fre\d
96	035	1\	$aCTRG96B2818
96	035	0\	$aocm28037005
96	040	\\	$aResP$cResP
96	043	\\	$af-mr---
96	100	1\	$aVoinot, Louis.
96	245	10	$aOudjda et l'Amalat (Maroc) /$cL. Voinot.
96	260	\\	$aOran :$bImpr. typographique et lithographique L. Fouque,$c1912.
96	300	\\	$a585 p., [28] leaves of plates (2 folded) :$bill., maps ;$c25 cm.
96	490	1\	$aPublications / Société de géographie et d'archéologie de la province d'Oran
96	500	\\	$a""Extrait du Bulletin de la Société de géographie et d'archéologie de la province d'Oran, 1911-1912.""
96	504	\\	$aIncludes bibliographical references.
96	651	\0	$aOujda (Morocco : Province)$xDescription and travel.
96	651	\0	$aMorocco$xBoundaries.
96	830	\0	$aPublications (Société de géographie et d'archéologie de la province d'Oran)$5mic
96	830	\0	$aWestern books, The Middle East from the rise of Islam ;$vfiches 8,267-8,274.
96	988	\\	$a20020608
96	906	\\	$0RLIN
			
97	LDR		01594cam a2200361 a 4500
97	001		008009839-8
97	005		20100106110454.0
97	008		960304s1874\\\\gw\af\\\\b\\\\001|0\ger\d
97	035	0\	$aocm34566334
97	035	1\	$aCTRG96B736
97	035	0\	$aocm15125493
97	040	\\	$aResP$cResP$dHMM
97	041	1\	$ager$aper$hper
97	050	\4	$aPK6416$b.K3 1874
97	100	0\	$aKabūl Muhammad.
97	240	10	$aHaft qulzum.$kSelections.$lGerman
97	245	10	$aGrammatik, Poetik und Rhetorik der Perser :$bnach dem siebenten Bande des Heft Ḱolzum /$cdargestellt von Friedrich Rückert ; neu herausgegeben von W. Pertsch.
97	246	30	$aHeft Ḱolzum
97	260	\\	$aGotha :$bF.A. Perthes,$c1874.
97	300	\\	$axx, 414 p., [6] leaves of plates :$bill. ;$c23 cm.
97	546	\\	$aIn German; some text in Persian with German translation.
97	500	\\	$aWritten by Kabūl Muhammad, but attributed by him to Ghazi-ud-din Haidar, King of Oudh.
97	504	\\	$aIncludes bibliographical references and index.
97	650	\0	$aPersian language$xGrammar.
97	650	\0	$aPersian poetry$xHistory and criticism.
97	655	\7	$aCriticism, interpretation, etc.$2fast
97	700	1\	$aRückert, Friedrich,$d1788-1866.
97	700	1\	$aPertsch, Wilhelm,$d1832-1899.
97	700	0\	$aGhazi-ud-din Haidar,$cKing of Oudh,$d-1827.
97	776	08	$iOnline version:$aKabūl Muhammad.$tGrammatik, Poetik und Rhetorik der Perser.$bNeu herausgegeben von W. Pertsch.$dGhotha : Friedrich Andreas Perthes, 1874$w(OCoLC)897562452
97	830	\0	$aWestern books, The Middle East from the rise of Islam ;$vfiches 6,790-6,795.$5mic
97	988	\\	$a20020608
97	906	\\	$0RLIN
			
98	LDR		00994nam a2200253 a 4500
98	001		008009941-6
98	005		20020606104010.5
98	008		970306s1884\\\\fr\\\\\\b\\\\\000\0\fre\d
98	035	0\	$aocm36737167
98	035	1\	$aCTRG97B404
98	040	\\	$aResP$cResP
98	043	\\	$aaw-----$af-ua---
98	100	1\	$aGinoux, Louis.
98	245	10	$aExaspération générale provoquée par les abus, la violence de la Compagnie universelle de canal maritime de Suez$h[microform] :$bmémoire descriptiv de l'affaire-suite d l'histoire du canal maritime de Suez-question politque /$cpar Louis Ginoux.
98	250	\\	$a2. éd.
98	260	\\	$a[Marseilles :$bTypographie Blanc et Bernard],$c1884.
98	300	\\	$a285 p. ;$c22 cm.
98	500	\\	$aMicrofiche number not in record.
98	610	20	$aCompagnie universelle de canal maritime de Suez
98	651	\0	$aSuez Canal (Egypt)
98	651	\0	$aEgypt$xHistory$y19th century.
98	830	\0	$aWestern books, The Middle East from the rise of Islam ;$vfiches$5mic
98	988	\\	$a20020608
98	906	\\	$0RLIN
			
99	LDR		00984cam a2200301La 4500
99	001		008010044-9
99	005		20060125134749.0
99	008		990707s1939\\\\cc\\\\\\\\\\\\000\0\chi\d
99	029	0\	$aRLG$bMNUO99-B2673
99	035	0\	$aocm42072654
99	040	\\	$aMNU$cMNU$dHMY
99	100	1\	$6880-01$aShi, Qu,$d1803-
99	245	10	$6880-02$aKui qing ju shi lu /$cShi Qu zhu.
99	250	\\	$6880-03$aChu ban.
99	260	\\	$6880-04$aShanghai :$bShang wu yin shu guan,$c1939.
99	300	\\	$a81 p. ;$c18 cm.
99	490	1\	$6880-05$aCong shu ji cheng chu bian ;$v2347
99	650	\0	$aChinese poetry$yQing dynasty, 1644-1912.
99	880	1\	$6100-01$a石渠,$d1803-
99	880	10	$6245-02$a葵青居詩錄 /$c石渠著.
99	880	\\	$6250-03$a初版.
99	880	\\	$6260-04$a上海:$b商務印書館,$c1939.
99	880	1\	$6490-05$a叢書集成初編 ;$v2347
99	830	\0	$6880-55$aCong shu ji cheng chu bian ;$v2347.
99	880	\0	$6830-55$a叢書集成初編 ;$v2347.
99	988	\\	$a20020608
99	049	\\	$aHMYH$od
99	906	\\	$0OCLC
			
100	LDR		00992nam a2200277 i 4500
100	001		008010144-5
100	005		20024617121422.0
100	008		890925s1963\\\\ja\\\\\\\b\\\\000\0\jpn\d
100	010	\\	$aj 65000716
100	035	0\	$aocm33594085
100	040	\\	$a*LWU*$bjpn$c*LWU*$dOCoLC$d*YNH*$dCStRLIN
100	245	00	$6880-01$aShakai kyōiku no tenkai :$bsono rekishiteki kōsatsu /$cHirasawa Kaoru cho.
100	260	\\	$6880-02$aTōkyō :$bAoi Shobō,$c1963.
100	300	\\	$a182 p. ;$c22 cm.
100	504	\\	$6880-03$aSankō bunken shiryō: p. 6.
100	653	\\	$6880-04$aShakaikyōiku$aRekishi.
100	650	\0	$aAdult education$zJapan$xHistory.
100	700	1\	$6880-05$aHirasawa, Kaoru,$d1910-
100	880	00	$6245-01$a社会敎育の展開 :$bその歴史的考察 /$c平沢薰著.
100	880	\\	$6260-02$a東京 :$b葵書房,$c1963.
100	880	\\	$6504-03$a参考文献資料: p. 6.
100	880	\\	$6653-04$a社会敎育$a歴史.
100	880	1\	$6700-05$a平沢薰,$d1910-
100	886	2\	$2jpnmarc$a677$b379.021
100	988	\\	$a20021219
100	906	\\	$0OCLC
			
101	LDR		00890cam a2200265ui 4500
101	001		008103028-2
101	005		20024617122813.0
101	008		990608s1952\\\\ja\\\\\\\d\\\\000\0cjpn\d
101	035	0\	$aocm41501684
101	040	\\	$a*YNH*$c*YNH*$dCStRLIN
101	245	00	$6880-01$aShōwa kaishin gendai jinmei jiten.
101	246	30	$6880-02$aGendai jinmei jiten
101	250	\\	$6880-03$aZōho kaitei.
101	260	\\	$6880-04$aTōkyō :$bTōkyō Jinji Chōsajo,$cShōwa 27 [1952]
101	300	\\	$a1 v. (various pagings) ;$c27 cm.
101	651	\0	$aJapan$xRegisters.
101	651	\0	$aJapan$xBiography$y1945-
101	710	2\	$6880-05$aTōkyō Jinji Chōsajo.
101	880	00	$6245-01$a昭和改新現代人名辭典.
101	880	30	$6246-02$a現代人名辭典
101	880	\\	$6250-03$a増補改訂.
101	880	\\	$6260-04$a東京 :$b東京人事調查所,$c昭和27 [1952]
101	880	2\	$6710-05$a東京人事調查所.
101	988	\\	$a20021216
101	906	\\	$0MH
			
102	LDR		01918cam a2200433 a 4500
102	001		008103133-5
102	005		20024617113446.0
102	008		000607s1999\\\\ch\ac\\\\b\\\\000\0cchi\d
102	020	\\	$a9570515554 (pbk.) :$c{dollar}22.00
102	035	0\	$aocn122784490
102	035	0\	$aocm44193677
102	040	\\	$aNJQ$cNJQ$dMH-HY$dCStRLIN
102	245	00	$6880-01$aZhongguo li dai si xiang jia :$n(4)$pJia Yi, Dong Zhongshu, Liu An, Liu Xiang, Yang Xiong /$c[zhu zuo zhe Wang Gengsheng ... et al.] ; zhu bian zhe: Zhonghua wen hua fu xing yun dong zong hui, Wang Shounan.
102	250	\\	$6880-02$aGeng xin ban.
102	260	\\	$6880-03$aTaibei Shi :$bTaiwan shang wu yin shu guan,$c1999.
102	300	\\	$a354 p. :$bill., ports. ;$c21 cm.
102	504	\\	$aIncludes bibliographical references.
102	600	10	$6880-04$aJia, Yi,$d200 B.C.-168 B.C.
102	600	10	$6880-05$aDong, Zhongshu,$dactive 2nd century B.C.
102	600	10	$6880-06$aLiu, An,$d-122 B.C.
102	600	10	$6880-07$aLiu, Xiang,$d77? B.C.-6? B.C.
102	600	10	$6880-08$aYang, Xiong,$d53 B.C.-18 A.D.
102	650	\0	$aPhilosophers$zChina$vBiography.
102	700	1\	$6880-09$aWang, Shounan,$d1935-
102	700	1\	$6880-10$aWang, Gengsheng.
102	710	2\	$6880-11$aZhonghua wen hua fu xing yun dong zong hui.
102	880	00	$6245-01$a中國歷代思想家 :$n(4)$p賈誼，董仲舒，劉安，劉向，揚雄 /$c[著作者王更生 ... et al.] ; 主編者: 中華文化復興運動總會, 王壽南.
102	880	\\	$6250-02$a更新版.
102	880	\\	$6260-03$a臺北市 :$b臺灣商務印書館,$c1999.
102	880	10	$6600-04$a賈誼,$d200 B.C.-168 B.C.
102	880	10	$6600-05$a董仲舒,$dactive 2nd century B.C.
102	880	10	$6600-06$a劉安,$d-122 B.C.
102	880	10	$6600-07$a劉向,$d77? B.C.-6? B.C.
102	880	10	$6600-08$a揚雄,$dd53 B.C.-18 A.D.
102	880	1\	$6700-09$a王壽南,$d1935-
102	880	1\	$6700-10$a王更生.
102	880	2\	$6710-11$a中華文化復興運動總會.
102	988	\\	$a20021125
102	906	\\	$0OCLC
			
103	LDR		01672nam a2200373 a 4500
103	001		008103236-6
103	005		20070911164209.0
103	008		010205s1997\\\\fr\a\\\\\bc\\\000\0dfre\d
103	020	\\	$a2909911071
103	035	0\	$aocn173516288
103	035	1\	$aMAHA01B523
103	040	\\	$aDSI-HMS$cDSI-HMS$dMH-FA
103	041	0\	$afreeng
103	050	14	$aN6853.V34$bA4 1997
103	100	1\	$aVeilhan, Xavier,$d1963-
103	245	10	$aXavier Veilhan.
103	260	\\	$aTours :$bCCC, Centre de création contemporaine,$c[1997]
103	300	\\	$a69 p. :$bcol. ill. ;$c27 cm.
103	500	\\	$a""Cet ouvrage est édité a l'occasion des trois expositions de Xavier Veilhan qui eurent lieu en 1993 et 1995 au Consortium de Dijon, au CCC de Tours et au Frac Langudoc-Roussillon""--P. 2 of cover.
103	500	\\	$aIncludes an interview with the artist by Lionel Bovier and Christophe Cherix.
103	546	\\	$aFrench and English.
103	504	\\	$aIncludes bibliographical references (p. 67-69).
103	600	10	$aVeilhan, Xavier,$d1963-$vExhibitions.
103	600	10	$aVeilhan, Xavier,$d1963-$xInterviews.
103	655	\7	$aExhibition catalogs.$2fast$0(OCoLC)fst01424028
103	655	\7	$aInterviews.$2fast$0(OCoLC)fst01423832
103	700	1\	$aBovier, Lionel,$d1970-
103	700	1\	$aCherix, Christophe.
103	710	2\	$aCentre de création contemporaine (Tours, France)
103	710	2\	$aF.R.A.C. Languedoc-Roussillon.
103	710	2\	$aCentre d'art contemporain, le consortium (Dijon, France)
103	776	08	$iOnline version:$aVeilhan, Xavier, 1963-$tXavier Veilhan.$dTours : Centre de création contemporaine ; Montpellier : FRAC Laguedoc Roussillon ; Dijon : Consortium ; Genève : Éditions JRP, ©1997$w(OCoLC)653490453
103	988	\\	$a20020608
103	906	\\	$0RLIN
			
104	LDR		00756cas a2200253ui 4500
104	001		008103338-9
104	005		20020604113839.0
104	008		001226d19461951ja\mr\p\\\\\\\0\\|\0jpn\d
104	035	0\	$aocm45622566
104	040	\\	$a*YNH*$c*YNH*$dCStRLIN
104	245	00	$6880-01$aChūgokugo zasshi.
104	246	13	$aZhongguo yu za zhi =$bMagazine of the Chinese language
104	260	\\	$6880-02$aTōkyō :$bTeikoku Shoin.
104	300	\\	$av. ;$c21 cm.
104	310	\\	$aMonthly
104	362	0\	$aPublished 1946-51.
104	650	\0	$aChinese language$vPeriodicals.
104	650	\0	$aChinese literature$vPeriodicals.
104	710	2\	$6880-03$aTeikoku Shoin.
104	880	00	$6245-01$a中國語雑誌.
104	880	\\	$6260-02$a東京 :$b帝國書院.
104	880	2\	$6710-03$a帝國書院.
104	988	\\	$a20021201
104	906	\\	$0MH
			
105	LDR		01129cam a2200325 a 4500
105	001		008103439-3
105	005		20024617110921.0
105	008		951030s1994\\\\cc\a\\\\\\\\\\000\0achi\\
105	010	\\	$a95471819 /ACN/r98
105	020	\\	$a7800749525
105	035	0\	$aocm34114810
105	040	\\	$aDLC$cDLC$dMH-HY$dCStRLIN
105	043	\\	$aa-cc---
105	050	00	$aPL2781.N2$bZ468 1994
105	100	1\	$aLin, Yutang,$d1895-1976.
105	245	10	$6880-01$aLin Yutang zi zhuan /$cLin Yutang zhu.
105	250	\\	$6880-02$aDi 1 ban.
105	260	\\	$6880-03$aBeijing :$bZhongguo hua qiao chu oan she,$c1994.
105	300	\\	$a5, 1, 124 p. :$bill. ;$c19 cm.
105	490	1\	$6880-04$aZhongguo xian dai zuo jia zi shu wen cong
105	600	10	$aLin, Yutang,$d1895-1976.
105	650	\0	$aAuthors, Chinese$y20th century$vBiography.
105	880	10	$6245-01$a林语堂自传 /$c林语堂著．.
105	880	\\	$6250-02$a第1版．
105	880	\\	$6260-03$a北京 :$b中国华侨出版社,$c1994.
105	880	1\	$6490-04$a中国现代作家自述文丛
105	830	\0	$6880-54$aZhongguo xian dai zuo jia zi shu wen cong.
105	880	\0	$6830-54$a中国现代作家自述文丛.
105	988	\\	$a20021108
105	906	\\	$0DLC
			
106	LDR		01214nam a2200313Ia 4500
106	001		008103539-X
106	005		20020606104010.5
106	008		990525s1998\\\\stk\\\\\\\\\\\001\0\eng\d
106	020	\\	$a0948877383
106	035	0\	$aocm41421822
106	040	\\	$aESU$cESU$dHLS
106	043	\\	$ae-uk-st
106	050	00	$aPR2265.A5$b.B39 1998
106	100	1\	$aDunbar, William,$d1460?-1520?
106	240	10	$aWorks.$f1998
106	245	14	$aThe poems of William Dunbar /$cedited by Priscilla Bawcutt.
106	260	\\	$aGlasgow :$bAssociation for Scottish Literary Studies,$c1998.
106	300	\\	$a2 v. (x, 621 p.) ;$c23 cm.
106	490	1\	$aAssociation for Scottish Literary Studies ;$vnos. 27-28
106	504	\\	$aIncludes bibliographical references and indexes.
106	505	8\	$av. 1 The poems -- v. 2 Notes and commentary.
106	651	\0	$aScotland$vPoetry.
106	655	\7	$aPoetry.$2fast
106	700	1\	$aBawcutt, Priscilla J.
106	710	2\	$aAssociation for Scottish Literary Studies.
106	776	08	$iOnline version:$aDunbar, William, 1460?-1520?$sWorks. 1998.$tPoems of William Dunbar.$dGlasgow : Association for Scottish Literary Studies, 1998$w(OCoLC)607163754
106	830	\0	$aAssociation for Scottish Literary Studies (Series) ;$vno. 27-28.
106	988	\\	$a20020608
106	906	\\	$0OCLC
			
107	LDR		00881cam a2200265u  4500
107	001		008103640-X
107	005		20024617122813.0
107	008		990609s1995\\\\ja\\\\\\\\\\\\000\0\jpn\d
107	020	\\	$a4390115812
107	035	0\	$aocm41513303
107	040	\\	$aMH-HY$cMH-HY$dCStRLIN
107	245	00	$6880-01$aHanaoka jiken no hitotachi :$bchūgokujin kyōsei renkō no kiroku /$cNozoe Kenji cho.
107	250	\\	$aShohan.
107	260	\\	$aTōkyō :$bShakai Shisōsha,$c1995.
107	300	\\	$a280 p. ;$c16 cm.
